province,country,date,lat,long,confirmed,deaths,recovered,active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
South Dakota,US,04-01-2021,45.77074915,-100.0510181,115,4,0,111,"Campbell, South Dakota, US",8357.55814,3.47826087
South Dakota,US,04-01-2021,43.20660134,-98.58856175,1127,12,0,1115,"Charles Mix, South Dakota, US",12128.71287,1.064773736
South Dakota,US,04-01-2021,44.85834507,-97.72925109,317,2,0,315,"Clark, South Dakota, US",8485.010707,0.630914826
South Dakota,US,04-01-2021,42.91296147,-96.97656917,1645,12,0,1633,"Clay, South Dakota, US",11691.54229,0.729483283
South Dakota,US,04-01-2021,44.97788119,-97.18827677,3491,70,0,3421,"Codington, South Dakota, US",12463.85091,2.005156116
South Dakota,US,04-01-2021,45.70889983,-101.1970473,454,11,0,443,"Corson, South Dakota, US",11111.11111,2.422907489
South Dakota,US,04-01-2021,43.67741105,-103.4534521,683,9,0,674,"Custer, South Dakota, US",7612.572448,1.317715959
South Dakota,US,04-01-2021,43.67490933,-98.14458906,2736,53,0,2683,"Davison, South Dakota, US",13835.65107,1.937134503
South Dakota,US,04-01-2021,45.367281,-97.60737498,541,20,0,521,"Day, South Dakota, US",9974.188791,3.696857671
South Dakota,US,04-01-2021,44.75994309,-96.66943645,417,7,0,410,"Deuel, South Dakota, US",9584.003677,1.678657074
South Dakota,US,04-01-2021,45.15639647,-100.8709139,1304,12,0,1292,"Dewey, South Dakota, US",22131.70401,0.920245399
South Dakota,US,04-01-2021,43.38520741,-98.36978007,385,8,0,377,"Douglas, South Dakota, US",13180.41767,2.077922078
South Dakota,US,04-01-2021,45.41846445,-99.21545423,385,4,0,381,"Edmunds, South Dakota, US",10054.84461,1.038961039
South Dakota,US,04-01-2021,43.23929297,-103.5275691,458,12,0,446,"Fall River, South Dakota, US",6822.583048,2.620087336
South Dakota,US,04-01-2021,45.07082625,-99.14535601,313,12,0,301,"Faulk, South Dakota, US",13614.61505,3.833865815
South Dakota,US,04-01-2021,45.1723937,-96.77002276,829,35,0,794,"Grant, South Dakota, US",11755.53035,4.221954162
South Dakota,US,04-01-2021,43.19419064,-99.18883902,484,26,0,458,"Gregory, South Dakota, US",11565.1135,5.371900826
South Dakota,US,04-01-2021,44.29299053,-101.539099,234,8,0,226,"Haakon, South Dakota, US",12322.27488,3.418803419
South Dakota,US,04-01-2021,44.67385954,-97.18829593,609,36,0,573,"Hamlin, South Dakota, US",9879.948086,5.911330049
South Dakota,US,04-01-2021,44.54708407,-99.00386459,312,2,0,310,"Hand, South Dakota, US",9777.499217,0.641025641
South Dakota,US,04-01-2021,43.6746384,-97.78715148,315,3,0,312,"Hanson, South Dakota, US",9122.502172,0.952380952
South Dakota,US,04-01-2021,45.58015551,-103.4958629,89,1,0,88,"Harding, South Dakota, US",6856.702619,1.123595506
South Dakota,US,04-01-2021,44.39091534,-99.99661148,2034,27,0,2007,"Hughes, South Dakota, US",11605.61452,1.327433628
South Dakota,US,04-01-2021,43.33449012,-97.75536441,703,17,0,686,"Hutchinson, South Dakota, US",9642.024414,2.418207681
South Dakota,US,04-01-2021,44.54747703,-99.48572582,132,1,0,131,"Hyde, South Dakota, US",10146.04151,0.757575758
South Dakota,US,04-01-2021,43.69318385,-101.6255063,262,8,0,254,"Jackson, South Dakota, US",7834.92823,3.053435115
South Dakota,US,04-01-2021,44.06637798,-98.62965972,263,15,0,248,"Jerauld, South Dakota, US",13065.077,5.703422053
South Dakota,US,04-01-2021,43.96278565,-100.6940008,68,0,0,68,"Jones, South Dakota, US",7530.454042,0
South Dakota,US,04-01-2021,44.36956169,-97.4913945,543,13,0,530,"Kingsbury, South Dakota, US",10994.12837,2.394106814
South Dakota,US,04-01-2021,44.02193107,-97.12926365,1040,16,0,1024,"Lake, South Dakota, US",8126.904743,1.538461538
South Dakota,US,04-01-2021,44.35919441,-103.7929428,2594,28,0,2566,"Lawrence, South Dakota, US",10037.14595,1.079414032
South Dakota,US,04-01-2021,43.27841182,-96.7203905,6904,66,0,6838,"Lincoln, South Dakota, US",11294.3332,0.955967555
South Dakota,US,04-01-2021,43.89522709,-99.85201878,527,9,0,518,"Lyman, South Dakota, US",13938.11161,1.707779886
South Dakota,US,04-01-2021,45.75870838,-97.59855639,262,4,0,258,"Marshall, South Dakota, US",5309.017224,1.526717557
South Dakota,US,04-01-2021,43.6742571,-97.36863144,688,22,0,666,"McCook, South Dakota, US",12316.50555,3.197674419
South Dakota,US,04-01-2021,45.76626028,-99.22118798,183,1,0,182,"McPherson, South Dakota, US",7692.307692,0.546448087
South Dakota,US,04-01-2021,44.56676791,-102.7162741,2288,24,0,2264,"Meade, South Dakota, US",8075.674149,1.048951049
South Dakota,US,04-01-2021,43.58078848,-100.7563186,220,2,0,218,"Mellette, South Dakota, US",10674.42989,0.909090909
South Dakota,US,04-01-2021,44.02197882,-97.60992207,227,7,0,220,"Miner, South Dakota, US",10243.68231,3.083700441
South Dakota,US,04-01-2021,43.67441641,-96.7910885,25315,271,0,25044,"Minnehaha, South Dakota, US",13107.47978,1.070511554
South Dakota,US,04-01-2021,44.02266214,-96.67081159,542,14,0,528,"Moody, South Dakota, US",8242.092457,2.58302583
South Dakota,US,04-01-2021,43.33749164,-102.5555498,1937,35,0,1902,"Oglala Lakota, South Dakota, US",13662.97524,1.806917914
South Dakota,US,04-01-2021,44.0025835,-102.8240777,11432,134,0,11298,"Pennington, South Dakota, US",10047.90156,1.172148355
South Dakota,US,04-01-2021,45.49049506,-102.4755586,289,11,0,278,"Perkins, South Dakota, US",10087.26003,3.806228374
South Dakota,US,04-01-2021,45.06583079,-99.95498503,305,3,0,302,"Potter, South Dakota, US",14166.27961,0.983606557
South Dakota,US,04-01-2021,45.62975048,-96.94672673,1000,32,0,968,"Roberts, South Dakota, US",9620.935155,3.2
South Dakota,US,04-01-2021,44.02351092,-98.0909816,306,3,0,303,"Sanborn, South Dakota, US",13054.60751,0.980392157
South Dakota,US,04-01-2021,44.93837606,-98.34626602,710,24,0,686,"Spink, South Dakota, US",11135.50816,3.38028169
South Dakota,US,04-01-2021,44.41381872,-100.7349153,280,2,0,278,"Stanley, South Dakota, US",9038.08909,0.714285714
South Dakota,US,04-01-2021,44.71571812,-100.1278092,113,3,0,110,"Sully, South Dakota, US",8123.652049,2.654867257
South Dakota,US,04-01-2021,43.19338568,-100.7195503,1169,19,0,1150,"Todd, South Dakota, US",11486.68566,1.625320787
South Dakota,US,04-01-2021,43.34459388,-99.8854891,631,12,0,619,"Tripp, South Dakota, US",11597.13288,1.901743265
South Dakota,US,04-01-2021,43.3109081,-97.14865776,975,49,0,926,"Turner, South Dakota, US",11629.29389,5.025641026
South Dakota,US,04-01-2021,,,0,0,0,0,"Unassigned, South Dakota, US",,
South Dakota,US,04-01-2021,42.83112163,-96.6557828,1638,30,0,1608,"Union, South Dakota, US",10281.19508,1.831501832
South Dakota,US,04-01-2021,45.43019636,-100.0307514,636,14,0,622,"Walworth, South Dakota, US",11701.93192,2.201257862
South Dakota,US,04-01-2021,43.00924485,-97.39467635,2530,26,0,2504,"Yankton, South Dakota, US",11089.68177,1.027667984
South Dakota,US,04-01-2021,44.97881876,-101.6654622,301,8,0,293,"Ziebach, South Dakota, US",10921.62554,2.657807309
Tennessee,US,04-01-2021,36.12684348,-84.19965764,5936,72,0,5864,"Anderson, Tennessee, US",7711.294136,1.212938005
Tennessee,US,04-01-2021,35.51123746,-86.45549096,4761,64,0,4697,"Bedford, Tennessee, US",9576.971818,1.344255409
Tennessee,US,04-01-2021,36.07110411,-88.06849355,1201,31,0,1170,"Benton, Tennessee, US",7431.930693,2.581182348
Tennessee,US,04-01-2021,35.59942968,-85.20611967,1631,9,0,1622,"Bledsoe, Tennessee, US",10827.13755,0.551808706
Tennessee,US,04-01-2021,35.68938198,-83.92847788,10379,99,0,10280,"Blount, Tennessee, US",7798.599423,0.953849118
Tennessee,US,04-01-2021,35.15739424,-84.857186,9434,74,0,9360,"Bradley, Tennessee, US",8726.29729,0.784396862
Tennessee,US,04-01-2021,36.40355516,-84.1510856,2893,37,0,2856,"Campbell, Tennessee, US",7261.181668,1.278949188
Tennessee,US,04-01-2021,35.80990797,-86.05738983,1417,15,0,1402,"Cannon, Tennessee, US",9653.903802,1.058574453
Tennessee,US,04-01-2021,35.97366108,-88.45189331,2752,52,0,2700,"Carroll, Tennessee, US",9911.045486,1.889534884
Tennessee,US,04-01-2021,36.28969086,-82.12588974,4646,88,0,4558,"Carter, Tennessee, US",8238.903371,1.894102454
Tennessee,US,04-01-2021,36.26136216,-87.08903581,2981,24,0,2957,"Cheatham, Tennessee, US",7330.267785,0.80509896
Tennessee,US,04-01-2021,35.42527478,-88.6095842,1557,31,0,1526,"Chester, Tennessee, US",9001.560964,1.991008349
Tennessee,US,04-01-2021,36.48319149,-83.65947309,1748,19,0,1729,"Claiborne, Tennessee, US",5469.507807,1.086956522
Tennessee,US,04-01-2021,36.55151008,-85.53930419,854,23,0,831,"Clay, Tennessee, US",11214.70781,2.693208431
Tennessee,US,04-01-2021,35.9278914,-83.11828725,2995,47,0,2948,"Cocke, Tennessee, US",8318.520164,1.569282137
Tennessee,US,04-01-2021,35.49090731,-86.07311784,5070,69,0,5001,"Coffee, Tennessee, US",8970.276008,1.360946746
Tennessee,US,04-01-2021,35.81830662,-89.14916269,1673,30,0,1643,"Crockett, Tennessee, US",11756.85172,1.793185894
Tennessee,US,04-01-2021,35.95271721,-84.99840585,4687,53,0,4634,"Cumberland, Tennessee, US",7744.547257,1.130787284
Tennessee,US,04-01-2021,36.17007426,-86.78646056,63009,576,0,62433,"Davidson, Tennessee, US",9077.22317,0.914155121
Tennessee,US,04-01-2021,35.97616272,-85.83689361,2168,33,0,2135,"DeKalb, Tennessee, US",10580.77111,1.522140221
Tennessee,US,04-01-2021,35.60048904,-88.11043779,1366,21,0,1345,"Decatur, Tennessee, US",11712.25242,1.537335286
Tennessee,US,04-01-2021,36.14669837,-87.35891709,4803,61,0,4742,"Dickson, Tennessee, US",8903.017721,1.270039559
Tennessee,US,04-01-2021,36.05931946,-89.41542855,4359,70,0,4289,"Dyer, Tennessee, US",11730.6709,1.605872907
Tennessee,US,04-01-2021,35.19615831,-89.41399032,3491,48,0,3443,"Fayette, Tennessee, US",8487.102813,1.374964194
Tennessee,US,04-01-2021,36.38128818,-84.92870012,1964,30,0,1934,"Fentress, Tennessee, US",10603.03407,1.527494908
Tennessee,US,04-01-2021,35.15634626,-86.09201039,3664,48,0,3616,"Franklin, Tennessee, US",8680.818802,1.310043668
Tennessee,US,04-01-2021,35.99438059,-88.93358327,5165,93,0,5072,"Gibson, Tennessee, US",10512.28299,1.800580833
Tennessee,US,04-01-2021,35.20222469,-87.03992678,2797,62,0,2735,"Giles, Tennessee, US",9492.940538,2.216660708
Tennessee,US,04-01-2021,36.27469206,-83.51254721,1858,26,0,1832,"Grainger, Tennessee, US",7967.409949,1.399354144
Tennessee,US,04-01-2021,36.17470125,-82.84691273,5811,93,0,5718,"Greene, Tennessee, US",8413.325805,1.60041301
Tennessee,US,04-01-2021,35.38433717,-85.72142731,1244,19,0,1225,"Grundy, Tennessee, US",9264.913979,1.52733119
Tennessee,US,04-01-2021,36.21990035,-83.26586179,6114,89,0,6025,"Hamblen, Tennessee, US",9415.714418,1.455675499
Tennessee,US,04-01-2021,35.17670231,-85.16652245,29628,276,0,29352,"Hamilton, Tennessee, US",8055.377321,0.931551235
Tennessee,US,04-01-2021,36.52692871,-83.22375847,339,5,0,334,"Hancock, Tennessee, US",5120.845921,1.474926254
Tennessee,US,04-01-2021,35.20772017,-88.99161161,2883,42,0,2841,"Hardeman, Tennessee, US",11508.98204,1.456815817
Tennessee,US,04-01-2021,35.19732531,-88.18593755,2724,35,0,2689,"Hardin, Tennessee, US",10619.05504,1.284875184
Tennessee,US,04-01-2021,36.44355426,-82.94885298,3834,57,0,3777,"Hawkins, Tennessee, US",6751.664143,1.486697966
Tennessee,US,04-01-2021,35.58332824,-89.28536625,2230,36,0,2194,"Haywood, Tennessee, US",12887.19371,1.614349776
Tennessee,US,04-01-2021,35.65581134,-88.38600175,3034,44,0,2990,"Henderson, Tennessee, US",10790.62489,1.450230719
Tennessee,US,04-01-2021,36.33160906,-88.30121797,2368,39,0,2329,"Henry, Tennessee, US",7321.069717,1.646959459
Tennessee,US,04-01-2021,35.80609681,-87.47643507,1983,27,0,1956,"Hickman, Tennessee, US",7875.923425,1.361573374
Tennessee,US,04-01-2021,36.28872054,-87.71878828,823,22,0,801,"Houston, Tennessee, US",10035.36154,2.673147023
Tennessee,US,04-01-2021,36.03958805,-87.77992872,1199,12,0,1187,"Humphreys, Tennessee, US",6452.480895,1.000834028
Tennessee,US,04-01-2021,36.36380466,-85.67239905,976,19,0,957,"Jackson, Tennessee, US",8281.011369,1.946721311
Tennessee,US,04-01-2021,36.04818632,-83.45148924,4068,66,0,4002,"Jefferson, Tennessee, US",7464.905037,1.622418879
Tennessee,US,04-01-2021,36.4552395,-81.84886538,1821,28,0,1793,"Johnson, Tennessee, US",10237.23859,1.537616694
Tennessee,US,04-01-2021,35.99508821,-83.94635435,33862,301,0,33561,"Knox, Tennessee, US",7199.886033,0.888902014
Tennessee,US,04-01-2021,36.3418017,-89.48921915,1466,13,0,1453,"Lake, Tennessee, US",20895.09692,0.886766712
Tennessee,US,04-01-2021,35.75893438,-89.6301591,2702,29,0,2673,"Lauderdale, Tennessee, US",10541.09936,1.073279053
Tennessee,US,04-01-2021,35.21675201,-87.39787695,4551,59,0,4492,"Lawrence, Tennessee, US",10309.90893,1.29641837
Tennessee,US,04-01-2021,35.52853208,-87.49022694,1175,19,0,1156,"Lewis, Tennessee, US",9577.763287,1.617021277
Tennessee,US,04-01-2021,35.13738622,-86.58910106,3407,34,0,3373,"Lincoln, Tennessee, US",9913.868358,0.997945407
Tennessee,US,04-01-2021,35.73939663,-84.31145275,4354,41,0,4313,"Loudon, Tennessee, US",8052.822372,0.941662839
Tennessee,US,04-01-2021,36.53157855,-86.00778595,2642,46,0,2596,"Macon, Tennessee, US",10738.96431,1.741105223
Tennessee,US,04-01-2021,35.61181957,-88.84076036,8244,153,0,8091,"Madison, Tennessee, US",8413.61855,1.855895197
Tennessee,US,04-01-2021,35.12997174,-85.62265895,1946,26,0,1920,"Marion, Tennessee, US",6731.933442,1.336073998
Tennessee,US,04-01-2021,35.45798777,-86.76420988,2963,30,0,2933,"Marshall, Tennessee, US",8619.636364,1.012487344
Tennessee,US,04-01-2021,35.6187413,-87.07462444,9579,105,0,9474,"Maury, Tennessee, US",9938.062187,1.096147823
Tennessee,US,04-01-2021,35.42812616,-84.61520715,4524,66,0,4458,"McMinn, Tennessee, US",8409.859836,1.458885942
Tennessee,US,04-01-2021,35.17468549,-88.5647812,2121,38,0,2083,"McNairy, Tennessee, US",8254.845489,1.791607732
Tennessee,US,04-01-2021,35.51558739,-84.81482914,996,16,0,980,"Meigs, Tennessee, US",8018.032523,1.606425703
Tennessee,US,04-01-2021,35.44550387,-84.24902965,3977,56,0,3921,"Monroe, Tennessee, US",8544.419379,1.408096555
Tennessee,US,04-01-2021,36.49609412,-87.38550661,12026,128,0,11898,"Montgomery, Tennessee, US",5754.259712,1.064360552
Tennessee,US,04-01-2021,35.27724699,-86.36230578,719,6,0,713,"Moore, Tennessee, US",11081.99753,0.83449235
Tennessee,US,04-01-2021,36.13248031,-84.64880098,1621,11,0,1610,"Morgan, Tennessee, US",7573.704621,0.678593461
Tennessee,US,04-01-2021,36.35732446,-89.14921589,3711,72,0,3639,"Obion, Tennessee, US",12341.61429,1.94017785
Tennessee,US,04-01-2021,,,14934,63,0,14871,"Out of TN, Tennessee, US",,0.421856167
Tennessee,US,04-01-2021,36.34117832,-85.28989535,2251,41,0,2210,"Overton, Tennessee, US",10120.9478,1.821412705
Tennessee,US,04-01-2021,35.63708728,-87.86139634,871,23,0,848,"Perry, Tennessee, US",10785.0421,2.640642939
Tennessee,US,04-01-2021,36.55606529,-85.077633,587,17,0,570,"Pickett, Tennessee, US",11628.36767,2.896081772
Tennessee,US,04-01-2021,35.12245443,-84.52075859,1231,16,0,1215,"Polk, Tennessee, US",7313.45057,1.299756296
Tennessee,US,04-01-2021,36.14005459,-85.50646123,9002,122,0,8880,"Putnam, Tennessee, US",11218.14443,1.355254388
Tennessee,US,04-01-2021,35.60536161,-84.93076643,3335,49,0,3286,"Rhea, Tennessee, US",10055.17532,1.469265367
Tennessee,US,04-01-2021,35.84923189,-84.52458689,4585,58,0,4527,"Roane, Tennessee, US",8589.037503,1.264994547
Tennessee,US,04-01-2021,36.52454807,-86.87346725,6756,75,0,6681,"Robertson, Tennessee, US",9407.767396,1.110124334
Tennessee,US,04-01-2021,35.84591405,-86.4107263,29378,245,0,29133,"Rutherford, Tennessee, US",8841.205592,0.833957383
Tennessee,US,04-01-2021,36.42325673,-84.50360494,2061,25,0,2036,"Scott, Tennessee, US",9339.314845,1.213003396
Tennessee,US,04-01-2021,35.36979721,-85.41022136,1211,17,0,1194,"Sequatchie, Tennessee, US",8059.363769,1.403798514
Tennessee,US,04-01-2021,35.78077323,-83.52244332,9265,73,0,9192,"Sevier, Tennessee, US",9430.025445,0.787911495
Tennessee,US,04-01-2021,35.1864775,-89.89692423,68753,921,0,67832,"Shelby, Tennessee, US",7336.267001,1.339577909
Tennessee,US,04-01-2021,36.25359775,-85.95411046,2076,24,0,2052,"Smith, Tennessee, US",10299.15166,1.156069364
Tennessee,US,04-01-2021,36.50235092,-87.83920548,916,20,0,896,"Stewart, Tennessee, US",6678.818812,2.183406114
Tennessee,US,04-01-2021,36.51240691,-82.30412917,11203,181,0,11022,"Sullivan, Tennessee, US",7074.923586,1.615638668
Tennessee,US,04-01-2021,36.46824103,-86.45917204,16292,207,0,16085,"Sumner, Tennessee, US",8517.223172,1.270562239
Tennessee,US,04-01-2021,35.501942,-89.73694895,5594,55,0,5539,"Tipton, Tennessee, US",9081.316255,0.983196282
Tennessee,US,04-01-2021,36.39026213,-86.16087954,2184,12,0,2172,"Trousdale, Tennessee, US",19354.83871,0.549450549
Tennessee,US,04-01-2021,,,18342,94,0,18248,"Unassigned, Tennessee, US",,0.512485007
Tennessee,US,04-01-2021,36.10890856,-82.43709629,1496,40,0,1456,"Unicoi, Tennessee, US",8365.486775,2.673796791
Tennessee,US,04-01-2021,36.28590426,-83.83651902,1259,17,0,1242,"Union, Tennessee, US",6303.825355,1.350277998
Tennessee,US,04-01-2021,35.69864497,-85.45221699,569,6,0,563,"Van Buren, Tennessee, US",9690.054496,1.054481547
Tennessee,US,04-01-2021,35.6728299,-85.77969117,4536,43,0,4493,"Warren, Tennessee, US",10989.17072,0.947971781
Tennessee,US,04-01-2021,36.29472368,-82.4945472,10672,165,0,10507,"Washington, Tennessee, US",8248.888889,1.546101949
Tennessee,US,04-01-2021,35.23868267,-87.78644456,2469,17,0,2452,"Wayne, Tennessee, US",14808.37282,0.68853787
Tennessee,US,04-01-2021,36.29896232,-88.71990865,3163,43,0,3120,"Weakley, Tennessee, US",9490.518483,1.359468859
Tennessee,US,04-01-2021,35.92929884,-85.45591799,2828,39,0,2789,"White, Tennessee, US",10341.92723,1.379066478
Tennessee,US,04-01-2021,35.89099229,-86.89281867,18641,124,0,18517,"Williamson, Tennessee, US",7818.817845,0.665200365
Tennessee,US,04-01-2021,36.15496772,-86.29775884,12913,130,0,12783,"Wilson, Tennessee, US",8926.633346,1.006737396
Texas,US,04-01-2021,31.81534745,-95.65354823,4814,65,0,4749,"Anderson, Texas, US",8338.096475,1.3502285
Texas,US,04-01-2021,32.30468633,-102.6376548,1433,25,0,1408,"Andrews, Texas, US",7661.053194,1.744591766
Texas,US,04-01-2021,31.25457347,-94.60901487,5696,149,0,5547,"Angelina, Texas, US",6568.64441,2.615870787
Texas,US,04-01-2021,28.10556197,-96.9995047,750,23,0,727,"Aransas, Texas, US",3190.131859,3.066666667
Texas,US,04-01-2021,33.61569967,-98.68754589,562,6,0,556,"Archer, Texas, US",6570.793873,1.067615658
Texas,US,04-01-2021,34.96507426,-101.3574874,110,5,0,105,"Armstrong, Texas, US",5829.358771,4.545454545
Texas,US,04-01-2021,28.89333001,-98.52730485,2938,69,0,2869,"Atascosa, Texas, US",5743.553653,2.348536419
Texas,US,04-01-2021,29.88548725,-96.27736949,1071,15,0,1056,"Austin, Texas, US",3566.196058,1.400560224
Texas,US,04-01-2021,34.06854817,-102.8299707,719,13,0,706,"Bailey, Texas, US",10271.42857,1.808066759
Texas,US,04-01-2021,29.74619598,-99.24598147,575,12,0,563,"Bandera, Texas, US",2487.885081,2.086956522
Texas,US,04-01-2021,30.10370699,-97.31206354,3816,47,0,3769,"Bastrop, Texas, US",4301.026791,1.231656184
Texas,US,04-01-2021,33.61640794,-99.21352901,214,7,0,207,"Baylor, Texas, US",6098.603591,3.271028037
Texas,US,04-01-2021,28.41761668,-97.74215593,2727,46,0,2681,"Bee, Texas, US",8374.021188,1.68683535
Texas,US,04-01-2021,31.03736027,-97.4785025,13238,169,0,13069,"Bell, Texas, US",3647.59564,1.276627889
Texas,US,04-01-2021,29.44928723,-98.52019748,121591,1745,0,119846,"Bexar, Texas, US",6068.765803,1.435139114
Texas,US,04-01-2021,30.26640707,-98.3999852,285,7,0,278,"Blanco, Texas, US",2388.735228,2.456140351
Texas,US,04-01-2021,32.74363984,-101.4316509,18,0,0,18,"Borden, Texas, US",2752.293578,0
Texas,US,04-01-2021,31.89978581,-97.63613524,805,17,0,788,"Bosque, Texas, US",4308.268665,2.111801242
Texas,US,04-01-2021,33.44626922,-94.41834132,4172,124,0,4048,"Bowie, Texas, US",4474.234543,2.97219559
Texas,US,04-01-2021,29.18757369,-95.44563172,21918,243,0,21675,"Brazoria, Texas, US",5856.293953,1.108677799
Texas,US,04-01-2021,30.6636448,-96.30205577,14628,140,0,14488,"Brazos, Texas, US",6381.892667,0.957068635
Texas,US,04-01-2021,29.81008251,-103.2520326,888,8,0,880,"Brewster, Texas, US",9649.027491,0.900900901
Texas,US,04-01-2021,34.53026962,-101.2084947,94,2,0,92,"Briscoe, Texas, US",6080.206986,2.127659574
Texas,US,04-01-2021,27.03103197,-98.21808402,606,27,0,579,"Brooks, Texas, US",8543.634569,4.455445545
Texas,US,04-01-2021,31.77430356,-98.99907113,2797,61,0,2736,"Brown, Texas, US",7386.963871,2.180908116
Texas,US,04-01-2021,30.49273808,-96.62158484,937,15,0,922,"Burleson, Texas, US",5080.518354,1.600853789
Texas,US,04-01-2021,30.78801353,-98.181887,1968,27,0,1941,"Burnet, Texas, US",4086.803032,1.37195122
Texas,US,04-01-2021,29.83668859,-97.61814775,2439,45,0,2394,"Caldwell, Texas, US",5585.837303,1.84501845
Texas,US,04-01-2021,28.47048236,-96.61633945,1203,10,0,1193,"Calhoun, Texas, US",5650.54016,0.831255195
Texas,US,04-01-2021,32.29760619,-99.37326312,801,20,0,781,"Callahan, Texas, US",5744.818188,2.496878901
Texas,US,04-01-2021,26.14524221,-97.48140372,29672,1183,0,28489,"Cameron, Texas, US",7011.955204,3.986923699
Texas,US,04-01-2021,32.97195142,-94.97790104,803,26,0,777,"Camp, Texas, US",6132.579808,3.237858032
Texas,US,04-01-2021,35.40365929,-101.3542669,296,10,0,286,"Carson, Texas, US",4994.937563,3.378378378
Texas,US,04-01-2021,33.07499881,-94.34646905,1326,50,0,1276,"Cass, Texas, US",4416.17265,3.770739065
Texas,US,04-01-2021,34.53016752,-102.2617243,794,15,0,779,"Castro, Texas, US",10544.48871,1.889168766
Texas,US,04-01-2021,29.70972016,-94.67154501,2627,11,0,2616,"Chambers, Texas, US",5992.654607,0.418728588
Texas,US,04-01-2021,31.837258,-95.16559897,3101,77,0,3024,"Cherokee, Texas, US",5890.286062,2.483069977
Texas,US,04-01-2021,34.5293041,-100.2077916,1223,7,0,1216,"Childress, Texas, US",16739.66603,0.572363042
Texas,US,04-01-2021,33.78686685,-98.20771198,715,10,0,705,"Clay, Texas, US",6828.383153,1.398601399
Texas,US,04-01-2021,33.60425307,-102.8284499,205,10,0,195,"Cochran, Texas, US",7185.418857,4.87804878
Texas,US,04-01-2021,31.88911733,-100.5297533,396,10,0,386,"Coke, Texas, US",11691.76262,2.525252525
Texas,US,04-01-2021,31.76736834,-99.45240766,418,15,0,403,"Coleman, Texas, US",5113.149847,3.588516746
Texas,US,04-01-2021,33.18820114,-96.57264368,50954,378,0,50576,"Collin, Texas, US",4924.376407,0.741845586
Texas,US,04-01-2021,34.96489496,-100.2700111,211,5,0,206,"Collingsworth, Texas, US",7226.027397,2.369668246
Texas,US,04-01-2021,29.622098,-96.5273805,1041,16,0,1025,"Colorado, Texas, US",4843.437398,1.53698367
Texas,US,04-01-2021,29.80811278,-98.27647225,6366,146,0,6220,"Comal, Texas, US",4075.309361,2.293433867
Texas,US,04-01-2021,31.94854689,-98.55876441,1013,30,0,983,"Comanche, Texas, US",7429.409608,2.961500494
Texas,US,04-01-2021,31.32635934,-99.86473038,214,3,0,211,"Concho, Texas, US",7850.330154,1.401869159
Texas,US,04-01-2021,33.63979567,-97.21240912,2301,33,0,2268,"Cooke, Texas, US",5577.235378,1.434159061
Texas,US,04-01-2021,31.39078397,-97.79936155,3597,32,0,3565,"Coryell, Texas, US",4735.948177,0.889630247
Texas,US,04-01-2021,34.07783319,-100.2785062,152,5,0,147,"Cottle, Texas, US",10872.67525,3.289473684
Texas,US,04-01-2021,31.43052248,-102.5143314,515,9,0,506,"Crane, Texas, US",10735.87659,1.747572816
Texas,US,04-01-2021,30.72367027,-101.4134238,523,10,0,513,"Crockett, Texas, US",15098.15242,1.912045889
Texas,US,04-01-2021,33.61431553,-101.3000364,351,20,0,331,"Crosby, Texas, US",6118.180234,5.698005698
Texas,US,04-01-2021,31.44506775,-104.5185739,286,4,0,282,"Culberson, Texas, US",13173.65269,1.398601399
Texas,US,04-01-2021,36.27787176,-102.6020725,462,19,0,443,"Dallam, Texas, US",6340.057637,4.112554113
Texas,US,04-01-2021,32.76670599,-96.7779605,200011,2049,0,197962,"Dallas, Texas, US",7589.064153,1.024443656
Texas,US,04-01-2021,32.74255572,-101.9477242,1429,49,0,1380,"Dawson, Texas, US",11227.21559,3.428971309
Texas,US,04-01-2021,29.08101855,-97.3568117,1446,48,0,1398,"DeWitt, Texas, US",7172.619048,3.319502075
Texas,US,04-01-2021,34.96522957,-102.6054267,2314,56,0,2258,"Deaf Smith, Texas, US",12477.08401,2.420051858
Texas,US,04-01-2021,33.38570922,-95.66921122,158,3,0,155,"Delta, Texas, US",2963.796661,1.898734177
Texas,US,04-01-2021,33.20521901,-97.11691153,39792,354,0,39438,"Denton, Texas, US",4485.086344,0.889626055
Texas,US,04-01-2021,33.61616822,-100.7788855,130,7,0,123,"Dickens, Texas, US",5879.692447,5.384615385
Texas,US,04-01-2021,28.42270064,-99.75645095,626,13,0,613,"Dimmit, Texas, US",6183.326748,2.076677316
Texas,US,04-01-2021,34.96517499,-100.8140093,268,7,0,261,"Donley, Texas, US",8175.716901,2.611940299
Texas,US,04-01-2021,27.68184592,-98.50864568,893,28,0,865,"Duval, Texas, US",8003.943712,3.13549832
Texas,US,04-01-2021,32.32743996,-98.83243566,828,16,0,812,"Eastland, Texas, US",4509.803922,1.93236715
Texas,US,04-01-2021,31.86898877,-102.5429428,11543,228,0,11315,"Ector, Texas, US",6944.285689,1.975223079
Texas,US,04-01-2021,29.98202582,-100.304252,183,2,0,181,"Edwards, Texas, US",9472.049689,1.092896175
Texas,US,04-01-2021,31.76980765,-106.2363275,99672,1703,0,97969,"El Paso, Texas, US",11876.48796,1.708604222
Texas,US,04-01-2021,32.34894117,-96.79371841,13261,176,0,13085,"Ellis, Texas, US",7174.856351,1.32720006
